refund_id,refund_key,order_id,refund_date,refund_date_if_day_first,refund_date_if_month_first,refund_amount_ngn,reason,processed_by,dq_flags
RF-59065,RF-59065,ORD515227,2024-07-01,Not applicable,Not applicable,3000.0,Not as pictured,Unknown,No issues
RF-59069,RF-59069,ORD522750,2025-01-14,Not applicable,Not applicable,12000.0,Damaged,Ops,amount_written_as_negative
RF-59134,RF-59134,ORD506024,2023-09-11,Not applicable,Not applicable,5400.0,Changed mind,Auto,No issues
RF-59136,RF-59136,ORD527952,2025-06-08,Not applicable,Not applicable,12800.0,Wrong size,Auto,No issues
RF-59138,RF-59138,ORD507019,2023-10-16,Not applicable,Not applicable,16800.0,Changed mind,Support,amount_written_as_negative
RF-59143,RF-59143,ORD520027,2024-11-26,Not applicable,Not applicable,34200.0,Wrong size,Support,No issues
RF-59155,RF-59155,ORD526003,2025-04-28,Not applicable,Not applicable,22800.0,Changed mind,Support,amount_written_as_negative
RF-59160,RF-59160,ORD503509,2023-06-13,Not applicable,Not applicable,30700.0,Damaged,Ops,amount_written_as_negative
RF-59162,RF-59162,ORD500066,2023-02-07,Not applicable,Not applicable,15000.0,Damaged,Support,amount_written_as_negative
RF-59168,RF-59168,ORD520890,2024-12-22,Not applicable,Not applicable,2900.0,Wrong size,Auto,No issues
RF-59171,RF-59171,ORD521026,2025-01-08,Not applicable,Not applicable,18900.0,Damaged,Support,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-59174,RF-59174,ORD506871,2023-10-17,Not applicable,Not applicable,40400.0,Changed mind,Ops,amount_written_as_negative
RF-59180,RF-59180,ORD528043,2025-07-07,Not applicable,Not applicable,37400.0,Unknown,Support,amount_written_as_negative
RF-59191,RF-59191,ORD513377,2024-05-02,Not applicable,Not applicable,12600.0,Changed mind,Ops,amount_written_as_negative
RF-59193,RF-59193,ORD500228,2023-01-23,Not applicable,Not applicable,21200.0,Not as pictured,Ops,No issues
RF-59194,RF-59194,ORD525734,2025-04-03,Not applicable,Not applicable,7050.0,Changed mind,Auto,amount_written_as_negative
RF-59206,RF-59206,ORD524509,2025-03-11,Not applicable,Not applicable,148600.0,Changed mind,Ops,refund_date_format_resolved_by_refund_window
RF-59213,RF-59213,ORD525018,2025-04-14,Not applicable,Not applicable,2850.0,Changed mind,Ops,amount_written_as_negative
RF-59214,RF-59214,ORD526187,2025-05-23,Not applicable,Not applicable,5000.0,Late delivery,Ops,amount_written_as_negative
RF-59234,RF-59234,ORD521466,2024-12-23,Not applicable,Not applicable,15200.0,Late delivery,Support,amount_written_as_negative
RF-59244,RF-59244,ORD514265,2024-06-20,Not applicable,Not applicable,67000.0,Duplicate order,Support,No issues
RF-59250,RF-59250,ORD508282,2023-12-11,Not applicable,Not applicable,81800.0,Unknown,Support,amount_written_as_negative
RF-59252,RF-59252,ORD524395,Unknown,2025-04-03,2025-03-04,27900.0,Unknown,Support,refund_date_ambiguous
RF-59278,RF-59278,ORD525312,2025-05-01,Not applicable,Not applicable,264600.0,Wrong size,Unknown,refund_date_format_resolved_by_refund_window
RF-59297,RF-59297-1,ORD522606,2025-01-23,Not applicable,Not applicable,9550.0,Not as pictured,Support,refund_id_shared_with_other_refunds
RF-59297,RF-59297-2,ORD514134,2024-05-25,Not applicable,Not applicable,175000.0,Changed mind,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-59305,RF-59305,ORD514519,2024-06-26,Not applicable,Not applicable,54700.0,Wrong size,Auto,No issues
RF-59314,RF-59314-1,ORD514338,2024-06-14,Not applicable,Not applicable,54700.0,Changed mind,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-59314,RF-59314-2,ORD512655,2024-04-19,Not applicable,Not applicable,19900.0,Unknown,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-59319,RF-59319,ORD521410,2025-01-14,Not applicable,Not applicable,13900.0,Damaged,Support,amount_written_as_negative
RF-59332,RF-59332-1,ORD515061,2024-07-04,Not applicable,Not applicable,30400.0,Duplicate order,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-59332,RF-59332-2,ORD528320,2025-06-19,Not applicable,Not applicable,10200.0,Duplicate order,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative,refund_exceeds_order_value"
RF-59338,RF-59338,ORD523560,2025-02-06,Not applicable,Not applicable,17600.0,Damaged,Support,amount_written_as_negative
RF-59342,RF-59342,ORD516616,2024-08-10,Not applicable,Not applicable,25300.0,Not as pictured,Support,refund_date_format_resolved_by_refund_window
RF-59345,RF-59345,ORD503963,2023-06-25,Not applicable,Not applicable,50500.0,Damaged,Support,amount_written_as_negative
RF-59364,RF-59364,ORD517835,2024-09-15,Not applicable,Not applicable,14700.0,Late delivery,Auto,No issues
RF-59368,RF-59368,ORD505070,2023-08-19,Not applicable,Not applicable,21900.0,Wrong size,Support,amount_written_as_negative
RF-59376,RF-59376,ORD504554,2023-07-09,Not applicable,Not applicable,2400.0,Duplicate order,Auto,No issues
RF-59378,RF-59378,ORD501280,2023-02-27,Not applicable,Not applicable,3800.0,Changed mind,Unknown,No issues
RF-59410,RF-59410,ORD525483,2025-03-26,Not applicable,Not applicable,15600.0,Changed mind,Auto,amount_written_as_negative
RF-59422,RF-59422,ORD506119,2023-10-13,Not applicable,Not applicable,8600.0,Damaged,Support,No issues
RF-59452,RF-59452,ORD515314,2024-07-03,Not applicable,Not applicable,0.0,Changed mind,Ops,No issues
RF-59470,RF-59470,ORD510944,2024-02-19,Not applicable,Not applicable,10350.0,Wrong size,Unknown,No issues
RF-59480,RF-59480,ORD505814,2023-10-13,Not applicable,Not applicable,2100.0,Late delivery,Unknown,No issues
RF-59495,RF-59495,ORD519438,2024-11-05,Not applicable,Not applicable,127100.0,Late delivery,Auto,refund_date_format_resolved_by_refund_window
RF-59500,RF-59500,ORD529062,2025-08-08,Not applicable,Not applicable,5200.0,Damaged,Auto,No issues
RF-59526,RF-59526,ORD521158,2024-12-10,Not applicable,Not applicable,19600.0,Changed mind,Support,amount_written_as_negative
RF-59537,RF-59537,ORD514792,2024-07-13,Not applicable,Not applicable,67000.0,Wrong size,Unknown,amount_written_as_negative
RF-59551,RF-59551,ORD523905,2025-03-03,Not applicable,Not applicable,76350.0,Not as pictured,Auto,No issues
RF-59567,RF-59567,ORD506606,2023-10-25,Not applicable,Not applicable,11800.0,Unknown,Unknown,amount_written_as_negative
RF-59575,RF-59575,ORD500303,2023-01-21,Not applicable,Not applicable,7500.0,Changed mind,Unknown,No issues
RF-59576,RF-59576,ORD504866,2023-08-21,Not applicable,Not applicable,51200.0,Wrong size,Unknown,No issues
RF-59577,RF-59577,ORD519864,2024-11-16,Not applicable,Not applicable,53550.0,Unknown,Support,No issues
RF-59609,RF-59609-1,ORD513448,2024-05-18,Not applicable,Not applicable,6850.0,Wrong size,Ops,refund_id_shared_with_other_refunds
RF-59609,RF-59609-2,ORD501493,2023-03-20,Not applicable,Not applicable,232000.0,Damaged,Auto,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-59612,RF-59612,ORD507295,2023-11-03,Not applicable,Not applicable,48700.0,Late delivery,Auto,No issues
RF-59613,RF-59613,ORD516469,2024-08-22,Not applicable,Not applicable,5100.0,Wrong size,Ops,amount_written_as_negative
RF-59614,RF-59614,ORD517181,2024-09-12,Not applicable,Not applicable,0.0,Changed mind,Unknown,refund_date_format_resolved_by_refund_window
RF-59620,RF-59620,ORD507367,2023-11-18,Not applicable,Not applicable,101000.0,Changed mind,Support,amount_written_as_negative
RF-59639,RF-59639,ORD509448,2024-01-14,Not applicable,Not applicable,3850.0,Unknown,Ops,amount_written_as_negative
RF-59640,RF-59640,ORD527159,2025-06-05,Not applicable,Not applicable,29200.0,Damaged,Auto,amount_written_as_negative
RF-59649,RF-59649,ORD524833,2025-04-15,Not applicable,Not applicable,15600.0,Changed mind,Unknown,"amount_written_as_negative,refund_exceeds_order_value"
RF-59653,RF-59653,ORD513709,2024-05-24,Not applicable,Not applicable,6300.0,Unknown,Support,amount_written_as_negative
RF-59683,RF-59683,ORD527164,2025-06-04,Not applicable,Not applicable,0.0,Unknown,Support,No issues
RF-59684,RF-59684,ORD518089,2024-10-08,Not applicable,Not applicable,3350.0,Changed mind,Support,refund_date_format_resolved_by_refund_window
RF-59688,RF-59688,ORD513986,2024-05-18,Not applicable,Not applicable,24500.0,Wrong size,Unknown,No issues
RF-59700,RF-59700,ORD525667,2025-04-22,Not applicable,Not applicable,264600.0,Wrong size,Support,No issues
RF-59719,RF-59719,ORD520575,2024-12-21,Not applicable,Not applicable,9700.0,Changed mind,Support,amount_written_as_negative
RF-59723,RF-59723,ORD505549,2023-09-16,Not applicable,Not applicable,1200.0,Not as pictured,Support,amount_written_as_negative
RF-59733,RF-59733,ORD504008,2023-07-12,Not applicable,Not applicable,210200.0,Changed mind,Support,No issues
RF-59737,RF-59737,ORD506858,2023-10-18,Not applicable,Not applicable,154500.0,Not as pictured,Support,No issues
RF-59739,RF-59739,ORD524315,2025-02-26,Not applicable,Not applicable,73500.0,Damaged,Support,amount_written_as_negative
RF-59772,RF-59772,ORD528934,2025-08-02,Not applicable,Not applicable,71700.0,Wrong size,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-59777,RF-59777,ORD527977,2025-06-17,Not applicable,Not applicable,59600.0,Late delivery,Ops,amount_written_as_negative
RF-59786,RF-59786,ORD525488,2025-04-18,Not applicable,Not applicable,117000.0,Duplicate order,Auto,amount_written_as_negative
RF-59790,RF-59790,ORD513387,2024-04-26,Not applicable,Not applicable,10400.0,Late delivery,Unknown,amount_written_as_negative
RF-59794,RF-59794,ORD527479,2025-06-17,Not applicable,Not applicable,98900.0,Unknown,Ops,No issues
RF-59808,RF-59808,ORD502257,2023-04-18,Not applicable,Not applicable,11100.0,Changed mind,Ops,amount_written_as_negative
RF-59825,RF-59825,ORD525771,2025-05-07,Not applicable,Not applicable,3000.0,Wrong size,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-59847,RF-59847,ORD524778,2025-04-15,Not applicable,Not applicable,5700.0,Changed mind,Unknown,No issues
RF-59851,RF-59851,ORD507512,2023-11-13,Not applicable,Not applicable,6000.0,Duplicate order,Auto,No issues
RF-59856,RF-59856,ORD519028,2024-10-26,Not applicable,Not applicable,44200.0,Wrong size,Support,No issues
RF-59869,RF-59869,ORD512323,2024-03-24,Not applicable,Not applicable,4400.0,Wrong size,Ops,amount_written_as_negative
RF-59871,RF-59871,ORD514461,2024-06-20,Not applicable,Not applicable,9100.0,Changed mind,Ops,amount_written_as_negative
RF-59890,RF-59890,ORD518723,2024-11-11,Not applicable,Not applicable,7450.0,Damaged,Support,amount_written_as_negative
RF-59900,RF-59900,ORD519763,2024-12-16,Not applicable,Not applicable,37400.0,Changed mind,Auto,No issues
RF-59902,RF-59902,ORD516919,2024-09-18,Not applicable,Not applicable,85500.0,Changed mind,Support,No issues
RF-59913,RF-59913,ORD512484,2024-04-15,Not applicable,Not applicable,29400.0,Not as pictured,Support,amount_written_as_negative
RF-59916,RF-59916,ORD500832,2023-03-16,Not applicable,Not applicable,7500.0,Wrong size,Support,amount_written_as_negative
RF-59925,RF-59925,ORD503371,2023-05-26,Not applicable,Not applicable,7900.0,Changed mind,Support,amount_written_as_negative
RF-59939,RF-59939,ORD526270,2025-04-24,Not applicable,Not applicable,5600.0,Unknown,Support,amount_written_as_negative
RF-59962,RF-59962,ORD512014,2024-03-28,Not applicable,Not applicable,4400.0,Changed mind,Support,No issues
RF-59965,RF-59965,ORD509110,2023-12-31,Not applicable,Not applicable,5000.0,Not as pictured,Unknown,No issues
RF-59967,RF-59967,ORD501592,2023-04-13,Not applicable,Not applicable,4500.0,Wrong size,Ops,amount_written_as_negative
RF-59971,RF-59971,ORD520072,2024-12-16,Not applicable,Not applicable,5400.0,Not as pictured,Auto,amount_written_as_negative
RF-59979,RF-59979,ORD500389,2023-01-31,Not applicable,Not applicable,4300.0,Not as pictured,Support,amount_written_as_negative
RF-60000,RF-60000,ORD516746,2024-08-18,Not applicable,Not applicable,113000.0,Damaged,Ops,amount_written_as_negative
RF-60005,RF-60005,ORD512908,2024-04-09,Not applicable,Not applicable,14400.0,Late delivery,Ops,No issues
RF-60014,RF-60014,ORD501555,2023-04-16,Not applicable,Not applicable,4500.0,Changed mind,Support,No issues
RF-60015,RF-60015,ORD516749,2024-09-14,Not applicable,Not applicable,30400.0,Unknown,Support,No issues
RF-60019,RF-60019,ORD515431,2024-07-08,Not applicable,Not applicable,17100.0,Changed mind,Unknown,refund_date_format_resolved_by_refund_window
RF-60020,RF-60020,ORD518630,2024-11-08,Not applicable,Not applicable,22800.0,Not as pictured,Ops,amount_written_as_negative
RF-60026,RF-60026-1,ORD509052,2024-01-13,Not applicable,Not applicable,4400.0,Damaged,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-60026,RF-60026-2,ORD502261,2023-05-05,Not applicable,Not applicable,12600.0,Wrong size,Ops,refund_id_shared_with_other_refunds
RF-60027,RF-60027,ORD525851,2025-05-13,Not applicable,Not applicable,7150.0,Damaged,Ops,amount_written_as_negative
RF-60028,RF-60028,ORD524456,2025-03-25,Not applicable,Not applicable,5500.0,Changed mind,Auto,No issues
RF-60033,RF-60033,ORD508801,2023-12-31,Not applicable,Not applicable,15800.0,Wrong size,Support,amount_written_as_negative
RF-60040,RF-60040,ORD516572,2024-08-10,Not applicable,Not applicable,60950.0,Wrong size,Ops,amount_written_as_negative
RF-60043,RF-60043,ORD515060,2024-07-01,Not applicable,Not applicable,5200.0,Changed mind,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-60054,RF-60054,ORD509889,2024-02-07,Not applicable,Not applicable,49800.0,Damaged,Support,No issues
RF-60055,RF-60055,ORD503484,2023-06-20,Not applicable,Not applicable,3900.0,Not as pictured,Auto,amount_written_as_negative
RF-60066,RF-60066,ORD510444,2024-01-25,Not applicable,Not applicable,39000.0,Changed mind,Unknown,No issues
RF-60088,RF-60088,ORD520403,2024-12-22,Not applicable,Not applicable,93200.0,Not as pictured,Ops,amount_written_as_negative
RF-60093,RF-60093-1,ORD507878,2023-12-14,Not applicable,Not applicable,11850.0,Not as pictured,Support,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-60093,RF-60093-2,ORD521697,2025-01-21,Not applicable,Not applicable,7450.0,Duplicate order,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-60095,RF-60095,ORD523656,2025-03-01,Not applicable,Not applicable,6200.0,Unknown,Auto,No issues
RF-60097,RF-60097,ORD506584,2023-10-21,Not applicable,Not applicable,8600.0,Changed mind,Ops,No issues
RF-60101,RF-60101-1,ORD504188,2023-06-24,Not applicable,Not applicable,7900.0,Wrong size,Unknown,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-60101,RF-60101-2,ORD526338,2025-05-04,Not applicable,Not applicable,2550.0,Changed mind,Support,"refund_id_shared_with_other_refunds,refund_date_format_resolved_by_refund_window"
RF-60103,RF-60103,ORD505639,2023-09-12,Not applicable,Not applicable,12700.0,Wrong size,Ops,refund_date_format_resolved_by_refund_window
RF-60116,RF-60116,ORD515375,2024-06-30,Not applicable,Not applicable,14000.0,Damaged,Support,No issues
RF-60122,RF-60122,ORD509139,2024-01-03,Not applicable,Not applicable,66800.0,Unknown,Auto,amount_written_as_negative
RF-60128,RF-60128,ORD502303,2023-05-13,Not applicable,Not applicable,11100.0,Late delivery,Support,No issues
RF-60141,RF-60141,ORD521643,2025-01-03,Not applicable,Not applicable,6900.0,Not as pictured,Ops,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-60158,RF-60158,ORD515956,2024-08-11,Not applicable,Not applicable,144400.0,Late delivery,Unknown,amount_written_as_negative
RF-60159,RF-60159,ORD506625,2023-10-21,Not applicable,Not applicable,5800.0,Late delivery,Unknown,amount_written_as_negative
RF-60185,RF-60185,ORD512873,2024-04-09,Not applicable,Not applicable,13200.0,Late delivery,Support,No issues
RF-60187,RF-60187,ORD501343,2023-03-30,Not applicable,Not applicable,3400.0,Changed mind,Ops,No issues
RF-60194,RF-60194,ORD518674,2024-11-11,Not applicable,Not applicable,12250.0,Changed mind,Ops,No issues
RF-60204,RF-60204,ORD505271,2023-08-10,Not applicable,Not applicable,56700.0,Wrong size,Support,refund_date_format_resolved_by_refund_window
RF-60205,RF-60205,ORD523631,2025-03-14,Not applicable,Not applicable,14000.0,Wrong size,Support,amount_written_as_negative
RF-60208,RF-60208,ORD511274,2024-02-21,Not applicable,Not applicable,102000.0,Unknown,Support,amount_written_as_negative
RF-60218,RF-60218,ORD525807,2025-04-22,Not applicable,Not applicable,114000.0,Not as pictured,Unknown,No issues
RF-60235,RF-60235,ORD508962,2024-01-11,Not applicable,Not applicable,2300.0,Late delivery,Unknown,"refund_date_format_resolved_by_refund_window,amount_written_as_negative"
RF-60236,RF-60236,ORD522196,2025-02-04,Not applicable,Not applicable,37800.0,Changed mind,Ops,refund_date_format_resolved_by_refund_window
RF-60247,RF-60247,ORD509782,2024-01-19,Not applicable,Not applicable,0.0,Changed mind,Support,No issues
RF-60253,RF-60253,ORD513961,2024-05-02,Not applicable,Not applicable,5600.0,Unknown,Ops,refund_date_format_resolved_by_refund_window
RF-60267,RF-60267-1,ORD529037,2025-07-13,Not applicable,Not applicable,10400.0,Changed mind,Unknown,refund_id_shared_with_other_refunds
RF-60267,RF-60267-2,ORD504974,2023-08-20,Not applicable,Not applicable,126000.0,Duplicate order,Ops,"refund_id_shared_with_other_refunds,amount_written_as_negative"
RF-60271,RF-60271,ORD515155,2024-06-20,Not applicable,Not applicable,11800.0,Damaged,Support,No issues
RF-60290,RF-60290,ORD523890,2025-02-16,Not applicable,Not applicable,31000.0,Unknown,Support,amount_written_as_negative
RF-60302,RF-60302,ORD500912,2023-03-17,Not applicable,Not applicable,23700.0,Unknown,Ops,amount_written_as_negative
RF-60319,RF-60319,ORD508440,2023-12-28,Not applicable,Not applicable,13200.0,Unknown,Ops,No issues
RF-60324,RF-60324,ORD519539,2024-11-18,Not applicable,Not applicable,35700.0,Unknown,Auto,No issues
RF-60330,RF-60330,ORD512506,2024-03-30,Not applicable,Not applicable,58800.0,Late delivery,Support,No issues
RF-60333,RF-60333,ORD502107,2023-04-15,Not applicable,Not applicable,4500.0,Late delivery,Support,No issues
